instruction,original,opcode,mnemonic,operand_count,has_vector_reg,has_memory,has_immediate,has_masking,register_width,memory_width,prefix_type
EVEX.512.F3.0F.W1 zmm2/m64bcst {er},EVEX.512.F3.0F.W1 zmm2/m512/m64bcst {er},,EVEX.512.F3.0F.W1,2,1,1,0,0,0,64,NONE
EVEX.512.F3.0F.W1 m512/m64bcst {er},EVEX.512.F3.0F.W1 zmm2/m512/m64bcst {er},,EVEX.512.F3.0F.W1,2,0,1,0,0,0,512,NONE
EVEX.512.F3.0F.WIG 70 /r ibVPSHUFHW zmm1 {k1}{z},EVEX.512.F3.0F.WIG 70 /r ibVPSHUFHW zmm1 {k1}{z},,EVEX.512.F3.0F.WIG,5,1,1,0,1,0,0,NONE
EVEX.512.F3.0F.WIG imm8,EVEX.512.F3.0F.WIG imm8,,EVEX.512.F3.0F.WIG,1,0,1,1,0,8,8,NONE
EVEX.512.F3.0F.WIG zmm2,EVEX.512.F3.0F.WIG zmm2/m512,,EVEX.512.F3.0F.WIG,1,1,1,0,0,0,0,NONE
EVEX.512.F3.0F.WIG m512,EVEX.512.F3.0F.WIG zmm2/m512,,EVEX.512.F3.0F.WIG,1,0,1,0,0,0,512,NONE
VPMOVUSWB ymm1 {k1}{z},EVEX.512.F3.0F38.W0 10 /rVPMOVUSWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 10 /r,VPMOVUSWB,2,1,1,0,1,0,0,EVEX
VPMOVUSWB m256 {k1}{z},EVEX.512.F3.0F38.W0 10 /rVPMOVUSWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 10 /r,VPMOVUSWB,2,0,1,0,1,0,256,EVEX
VPMOVUSDB xmm1 {k1}{z},EVEX.512.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 11 /r,VPMOVUSDB,2,1,1,0,1,0,0,EVEX
VPMOVUSDB m128 {k1}{z},EVEX.512.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 11 /r,VPMOVUSDB,2,0,1,0,1,0,128,EVEX
VPMOVUSQB xmm1 {k1}{z},EVEX.512.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 12 /r,VPMOVUSQB,2,1,1,0,1,0,0,EVEX
VPMOVUSQB m64 {k1}{z},EVEX.512.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 12 /r,VPMOVUSQB,2,0,1,0,1,0,64,EVEX
VPMOVUSDW ymm1 {k1}{z},EVEX.512.F3.0F38.W0 13 /rVPMOVUSDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 13 /r,VPMOVUSDW,2,1,1,0,1,0,0,EVEX
VPMOVUSDW m256 {k1}{z},EVEX.512.F3.0F38.W0 13 /rVPMOVUSDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 13 /r,VPMOVUSDW,2,0,1,0,1,0,256,EVEX
VPMOVUSQW xmm1 {k1}{z},EVEX.512.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 14 /r,VPMOVUSQW,2,1,1,0,1,0,0,EVEX
VPMOVUSQW m128 {k1}{z},EVEX.512.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 14 /r,VPMOVUSQW,2,0,1,0,1,0,128,EVEX
VPMOVUSQD ymm1 {k1}{z},EVEX.512.F3.0F38.W0 15 /rVPMOVUSQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 15 /r,VPMOVUSQD,2,1,1,0,1,0,0,EVEX
VPMOVUSQD m256 {k1}{z},EVEX.512.F3.0F38.W0 15 /rVPMOVUSQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 15 /r,VPMOVUSQD,2,0,1,0,1,0,256,EVEX
VPMOVSWB ymm1 {k1}{z},EVEX.512.F3.0F38.W0 20 /rVPMOVSWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 20 /r,VPMOVSWB,2,1,1,0,1,0,0,EVEX
VPMOVSWB m256 {k1}{z},EVEX.512.F3.0F38.W0 20 /rVPMOVSWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 20 /r,VPMOVSWB,2,0,1,0,1,0,256,EVEX
VPMOVSDB xmm1 {k1}{z},EVEX.512.F3.0F38.W0 21 /rVPMOVSDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 21 /r,VPMOVSDB,2,1,1,0,1,0,0,EVEX
VPMOVSDB m128 {k1}{z},EVEX.512.F3.0F38.W0 21 /rVPMOVSDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 21 /r,VPMOVSDB,2,0,1,0,1,0,128,EVEX
VPMOVSQB xmm1 {k1}{z},EVEX.512.F3.0F38.W0 22 /rVPMOVSQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 22 /r,VPMOVSQB,2,1,1,0,1,0,0,EVEX
VPMOVSQB m64 {k1}{z},EVEX.512.F3.0F38.W0 22 /rVPMOVSQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 22 /r,VPMOVSQB,2,0,1,0,1,0,64,EVEX
VPMOVSDW ymm1 {k1}{z},EVEX.512.F3.0F38.W0 23 /rVPMOVSDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 23 /r,VPMOVSDW,2,1,1,0,1,0,0,EVEX
VPMOVSDW m256 {k1}{z},EVEX.512.F3.0F38.W0 23 /rVPMOVSDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 23 /r,VPMOVSDW,2,0,1,0,1,0,256,EVEX
VPMOVSQW xmm1 {k1}{z},EVEX.512.F3.0F38.W0 24 /rVPMOVSQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 24 /r,VPMOVSQW,2,1,1,0,1,0,0,EVEX
VPMOVSQW m128 {k1}{z},EVEX.512.F3.0F38.W0 24 /rVPMOVSQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 24 /r,VPMOVSQW,2,0,1,0,1,0,128,EVEX
VPMOVSQD ymm1 {k1}{z},EVEX.512.F3.0F38.W0 25 /rVPMOVSQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 25 /r,VPMOVSQD,2,1,1,0,1,0,0,EVEX
VPMOVSQD m256 {k1}{z},EVEX.512.F3.0F38.W0 25 /rVPMOVSQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 25 /r,VPMOVSQD,2,0,1,0,1,0,256,EVEX
VPTESTNMB k2 {k1},EVEX.512.F3.0F38.W0 26 /rVPTESTNMB k2 {k1},EVEX.512.F3.0F38.W0 26 /r,VPTESTNMB,2,0,0,0,1,0,0,EVEX
VPTESTNMD k2 {k1},EVEX.512.F3.0F38.W0 27 /rVPTESTNMD k2 {k1},EVEX.512.F3.0F38.W0 27 /r,VPTESTNMD,2,0,0,0,1,0,0,EVEX
VPMOVM2B zmm1,EVEX.512.F3.0F38.W0 28 /rVPMOVM2B zmm1,EVEX.512.F3.0F38.W0 28 /r,VPMOVM2B,1,1,1,0,0,0,0,EVEX
VPMOVB2M k1,EVEX.512.F3.0F38.W0 29 /rVPMOVB2M k1,EVEX.512.F3.0F38.W0 29 /r,VPMOVB2M,1,0,0,0,1,0,0,EVEX
VPMOVWB ymm1 {k1}{z},EVEX.512.F3.0F38.W0 30 /rVPMOVWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 30 /r,VPMOVWB,2,1,1,0,1,0,0,EVEX
VPMOVWB m256 {k1}{z},EVEX.512.F3.0F38.W0 30 /rVPMOVWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 30 /r,VPMOVWB,2,0,1,0,1,0,256,EVEX
VPMOVDB xmm1 {k1}{z},EVEX.512.F3.0F38.W0 31 /rVPMOVDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 31 /r,VPMOVDB,2,1,1,0,1,0,0,EVEX
VPMOVDB m128 {k1}{z},EVEX.512.F3.0F38.W0 31 /rVPMOVDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 31 /r,VPMOVDB,2,0,1,0,1,0,128,EVEX
VPMOVQB xmm1 {k1}{z},EVEX.512.F3.0F38.W0 32 /rVPMOVQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 32 /r,VPMOVQB,2,1,1,0,1,0,0,EVEX
VPMOVQB m64 {k1}{z},EVEX.512.F3.0F38.W0 32 /rVPMOVQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 32 /r,VPMOVQB,2,0,1,0,1,0,64,EVEX
VPMOVDW ymm1 {k1}{z},EVEX.512.F3.0F38.W0 33 /rVPMOVDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 33 /r,VPMOVDW,2,1,1,0,1,0,0,EVEX
VPMOVDW m256 {k1}{z},EVEX.512.F3.0F38.W0 33 /rVPMOVDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 33 /r,VPMOVDW,2,0,1,0,1,0,256,EVEX
VPMOVQW xmm1 {k1}{z},EVEX.512.F3.0F38.W0 34 /rVPMOVQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 34 /r,VPMOVQW,2,1,1,0,1,0,0,EVEX
VPMOVQW m128 {k1}{z},EVEX.512.F3.0F38.W0 34 /rVPMOVQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 34 /r,VPMOVQW,2,0,1,0,1,0,128,EVEX
VPMOVQD ymm1 {k1}{z},EVEX.512.F3.0F38.W0 35 /rVPMOVQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 35 /r,VPMOVQD,2,1,1,0,1,0,0,EVEX
VPMOVQD m256 {k1}{z},EVEX.512.F3.0F38.W0 35 /rVPMOVQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 35 /r,VPMOVQD,2,0,1,0,1,0,256,EVEX
VPMOVM2D zmm1,EVEX.512.F3.0F38.W0 38 /rVPMOVM2D zmm1,EVEX.512.F3.0F38.W0 38 /r,VPMOVM2D,1,1,1,0,0,0,0,EVEX
VPMOVD2M k1,EVEX.512.F3.0F38.W0 39 /rVPMOVD2M k1,EVEX.512.F3.0F38.W0 39 /r,VPMOVD2M,1,0,0,0,1,0,0,EVEX
VPBROADCASTMW2D zmm1,EVEX.512.F3.0F38.W0 3A /rVPBROADCASTMW2D zmm1,EVEX.512.F3.0F38.W0 3A /r,VPBROADCASTMW2D,1,1,1,0,0,0,0,EVEX
VDPBF16PS zmm1{k1}{z},EVEX.512.F3.0F38.W0 52 /rVDPBF16PS zmm1{k1}{z},EVEX.512.F3.0F38.W0 52 /r,VDPBF16PS,1,1,1,0,1,0,0,EVEX
VCVTNEPS2BF16 ymm1{k1}{z},EVEX.512.F3.0F38.W0 72 /rVCVTNEPS2BF16 ymm1{k1}{z},EVEX.512.F3.0F38.W0 72 /r,VCVTNEPS2BF16,1,1,1,0,1,0,0,EVEX
EVEX.512.F3.0F38.W0 k1,EVEX.512.F3.0F38.W0 k1,,EVEX.512.F3.0F38.W0,1,0,0,0,1,0,0,NONE
EVEX.512.F3.0F38.W0 zmm1,EVEX.512.F3.0F38.W0 zmm1,,EVEX.512.F3.0F38.W0,1,1,1,0,0,0,0,NONE
EVEX.512.F3.0F38.W0 zmm2,EVEX.512.F3.0F38.W0 zmm2,,EVEX.512.F3.0F38.W0,1,1,1,0,0,0,0,NONE
EVEX.512.F3.0F38.W0 zmm2/m32bcst,EVEX.512.F3.0F38.W0 zmm2/m512/m32bcst,,EVEX.512.F3.0F38.W0,1,1,1,0,0,0,32,NONE
EVEX.512.F3.0F38.W0 m512/m32bcst,EVEX.512.F3.0F38.W0 zmm2/m512/m32bcst,,EVEX.512.F3.0F38.W0,1,0,1,0,0,0,512,NONE
EVEX.512.F3.0F38.W0 zmm3,EVEX.512.F3.0F38.W0 zmm3/m512,,EVEX.512.F3.0F38.W0,1,1,1,0,0,0,0,NONE
EVEX.512.F3.0F38.W0 m512,EVEX.512.F3.0F38.W0 zmm3/m512,,EVEX.512.F3.0F38.W0,1,0,1,0,0,0,512,NONE
EVEX.512.F3.0F38.W0 zmm3/m32bcst,EVEX.512.F3.0F38.W0 zmm3/m512/m32bcst,,EVEX.512.F3.0F38.W0,1,1,1,0,0,0,32,NONE
EVEX.512.F3.0F38.W0 m512/m32bcst,EVEX.512.F3.0F38.W0 zmm3/m512/m32bcst,,EVEX.512.F3.0F38.W0,1,0,1,0,0,0,512,NONE
VPTESTNMW k2 {k1},EVEX.512.F3.0F38.W1 26 /rVPTESTNMW k2 {k1},EVEX.512.F3.0F38.W1 26 /r,VPTESTNMW,2,0,0,0,1,0,0,EVEX
VPTESTNMQ k2 {k1},EVEX.512.F3.0F38.W1 27 /rVPTESTNMQ k2 {k1},EVEX.512.F3.0F38.W1 27 /r,VPTESTNMQ,2,0,0,0,1,0,0,EVEX
VPMOVM2W zmm1,EVEX.512.F3.0F38.W1 28 /rVPMOVM2W zmm1,EVEX.512.F3.0F38.W1 28 /r,VPMOVM2W,1,1,1,0,0,0,0,EVEX
VPMOVW2M k1,EVEX.512.F3.0F38.W1 29 /rVPMOVW2M k1,EVEX.512.F3.0F38.W1 29 /r,VPMOVW2M,1,0,0,0,1,0,0,EVEX
VPBROADCASTMB2Q zmm1,EVEX.512.F3.0F38.W1 2A /rVPBROADCASTMB2Q zmm1,EVEX.512.F3.0F38.W1 2A /r,VPBROADCASTMB2Q,1,1,1,0,0,0,0,EVEX
VPMOVM2Q zmm1,EVEX.512.F3.0F38.W1 38 /rVPMOVM2Q zmm1,EVEX.512.F3.0F38.W1 38 /r,VPMOVM2Q,1,1,1,0,0,0,0,EVEX
VPMOVQ2M k1,EVEX.512.F3.0F38.W1 39 /rVPMOVQ2M k1,EVEX.512.F3.0F38.W1 39 /r,VPMOVQ2M,1,0,0,0,1,0,0,EVEX
EVEX.512.F3.0F38.W1 k1,EVEX.512.F3.0F38.W1 k1,,EVEX.512.F3.0F38.W1,1,0,0,0,1,0,0,NONE
EVEX.512.F3.0F38.W1 zmm1,EVEX.512.F3.0F38.W1 zmm1,,EVEX.512.F3.0F38.W1,1,1,1,0,0,0,0,NONE
EVEX.512.F3.0F38.W1 zmm2,EVEX.512.F3.0F38.W1 zmm2,,EVEX.512.F3.0F38.W1,1,1,1,0,0,0,0,NONE
EVEX.512.F3.0F38.W1 zmm3,EVEX.512.F3.0F38.W1 zmm3/m512,,EVEX.512.F3.0F38.W1,1,1,1,0,0,0,0,NONE
EVEX.512.F3.0F38.W1 m512,EVEX.512.F3.0F38.W1 zmm3/m512,,EVEX.512.F3.0F38.W1,1,0,1,0,0,0,512,NONE
EVEX.512.F3.0F38.W1 zmm3/m64bcst,EVEX.512.F3.0F38.W1 zmm3/m512/m64bcst,,EVEX.512.F3.0F38.W1,1,1,1,0,0,0,64,NONE
EVEX.512.F3.0F38.W1 m512/m64bcst,EVEX.512.F3.0F38.W1 zmm3/m512/m64bcst,,EVEX.512.F3.0F38.W1,1,0,1,0,0,0,512,NONE
VCVTTPH2DQ zmm1{k1}{z},EVEX.512.F3.MAP5.W0 5B /rVCVTTPH2DQ zmm1{k1}{z},EVEX.512.F3.MAP5.W0 5B /r,VCVTTPH2DQ,1,1,1,0,1,0,0,EVEX
VCVTW2PH zmm1{k1}{z},EVEX.512.F3.MAP5.W0 7D /rVCVTW2PH zmm1{k1}{z},EVEX.512.F3.MAP5.W0 7D /r,VCVTW2PH,1,1,1,0,1,0,0,EVEX
EVEX.512.F3.MAP5.W0 ymm2/m16bcst {sae},EVEX.512.F3.MAP5.W0 ymm2/m256/m16bcst {sae},,EVEX.512.F3.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.F3.MAP5.W0 m256/m16bcst {sae},EVEX.512.F3.MAP5.W0 ymm2/m256/m16bcst {sae},,EVEX.512.F3.MAP5.W0,2,0,1,0,0,16,256,NONE
EVEX.512.F3.MAP5.W0 zmm2/m16bcst {er},EVEX.512.F3.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.F3.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.F3.MAP5.W0 m512/m16bcst {er},EVEX.512.F3.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.F3.MAP5.W0,2,0,1,0,0,16,512,NONE
VFMADDCPH zmm1{k1}{z},EVEX.512.F3.MAP6.W0 56 /rVFMADDCPH zmm1{k1}{z},EVEX.512.F3.MAP6.W0 56 /r,VFMADDCPH,1,1,1,0,1,0,0,EVEX
VFMULCPH zmm1{k1}{z},EVEX.512.F3.MAP6.W0 D6 /rVFMULCPH zmm1{k1}{z},EVEX.512.F3.MAP6.W0 D6 /r,VFMULCPH,1,1,1,0,1,0,0,EVEX
EVEX.512.F3.MAP6.W0 zmm2,EVEX.512.F3.MAP6.W0 zmm2,,EVEX.512.F3.MAP6.W0,1,1,1,0,0,0,0,NONE
EVEX.512.F3.MAP6.W0 zmm3/m32bcst {er},EVEX.512.F3.MAP6.W0 zmm3/m512/m32bcst {er},,EVEX.512.F3.MAP6.W0,2,1,1,0,0,0,32,NONE
EVEX.512.F3.MAP6.W0 m512/m32bcst {er},EVEX.512.F3.MAP6.W0 zmm3/m512/m32bcst {er},,EVEX.512.F3.MAP6.W0,2,0,1,0,0,0,512,NONE
EVEX.512.NP.0F3A.W0 08 /r /ibVRNDSCALEPH zmm1{k1}{z},EVEX.512.NP.0F3A.W0 08 /r /ibVRNDSCALEPH zmm1{k1}{z},,EVEX.512.NP.0F3A.W0,4,1,1,0,1,8,0,NONE
EVEX.512.NP.0F3A.W0 26 /r /ibVGETMANTPH zmm1{k1}{z},EVEX.512.NP.0F3A.W0 26 /r /ibVGETMANTPH zmm1{k1}{z},,EVEX.512.NP.0F3A.W0,4,1,1,0,1,0,0,NONE
EVEX.512.NP.0F3A.W0 56 /r /ibVREDUCEPH zmm1{k1}{z},EVEX.512.NP.0F3A.W0 56 /r /ibVREDUCEPH zmm1{k1}{z},,EVEX.512.NP.0F3A.W0,4,1,1,0,1,0,0,NONE
EVEX.512.NP.0F3A.W0 66 /r /ibVFPCLASSPH k1{k2},EVEX.512.NP.0F3A.W0 66 /r /ibVFPCLASSPH k1{k2},,EVEX.512.NP.0F3A.W0,4,0,0,0,1,8,0,NONE
EVEX.512.NP.0F3A.W0 C2 /r /ibVCMPPH k1{k2},EVEX.512.NP.0F3A.W0 C2 /r /ibVCMPPH k1{k2},,EVEX.512.NP.0F3A.W0,4,0,0,0,1,0,0,NONE
EVEX.512.NP.0F3A.W0 imm8,EVEX.512.NP.0F3A.W0 imm8,,EVEX.512.NP.0F3A.W0,1,0,1,1,0,8,8,NONE
EVEX.512.NP.0F3A.W0 zmm1/m16bcst,EVEX.512.NP.0F3A.W0 zmm1/m512/m16bcst,,EVEX.512.NP.0F3A.W0,1,1,1,0,0,16,16,NONE
EVEX.512.NP.0F3A.W0 m512/m16bcst,EVEX.512.NP.0F3A.W0 zmm1/m512/m16bcst,,EVEX.512.NP.0F3A.W0,1,0,1,0,0,16,512,NONE
EVEX.512.NP.0F3A.W0 zmm2,EVEX.512.NP.0F3A.W0 zmm2,,EVEX.512.NP.0F3A.W0,1,1,1,0,0,0,0,NONE
EVEX.512.NP.0F3A.W0 zmm2/m16bcst {sae},EVEX.512.NP.0F3A.W0 zmm2/m512/m16bcst {sae},,EVEX.512.NP.0F3A.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.0F3A.W0 m512/m16bcst {sae},EVEX.512.NP.0F3A.W0 zmm2/m512/m16bcst {sae},,EVEX.512.NP.0F3A.W0,2,0,1,0,0,16,512,NONE
EVEX.512.NP.0F3A.W0 zmm3/m16bcst {sae},EVEX.512.NP.0F3A.W0 zmm3/m512/m16bcst {sae},,EVEX.512.NP.0F3A.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.0F3A.W0 m512/m16bcst {sae},EVEX.512.NP.0F3A.W0 zmm3/m512/m16bcst {sae},,EVEX.512.NP.0F3A.W0,2,0,1,0,0,16,512,NONE
VSQRTPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 51 /rVSQRTPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 51 /r,VSQRTPH,1,1,1,0,1,0,0,EVEX
VADDPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 58 /rVADDPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 58 /r,VADDPH,1,1,1,0,1,0,0,EVEX
VMULPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 59 /rVMULPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 59 /r,VMULPH,1,1,1,0,1,0,0,EVEX
VCVTPH2PD zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5A /rVCVTPH2PD zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5A /r,VCVTPH2PD,1,1,1,0,1,0,0,EVEX
VCVTDQ2PH ymm1{k1}{z},EVEX.512.NP.MAP5.W0 5B /rVCVTDQ2PH ymm1{k1}{z},EVEX.512.NP.MAP5.W0 5B /r,VCVTDQ2PH,1,1,1,0,1,0,0,EVEX
VSUBPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5C /rVSUBPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5C /r,VSUBPH,1,1,1,0,1,0,0,EVEX
VMINPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5D /rVMINPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5D /r,VMINPH,1,1,1,0,1,0,0,EVEX
VDIVPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5E /rVDIVPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5E /r,VDIVPH,1,1,1,0,1,0,0,EVEX
VMAXPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5F /rVMAXPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5F /r,VMAXPH,1,1,1,0,1,16,0,EVEX
VCVTTPH2UDQ zmm1{k1}{z},EVEX.512.NP.MAP5.W0 78 /rVCVTTPH2UDQ zmm1{k1}{z},EVEX.512.NP.MAP5.W0 78 /r,VCVTTPH2UDQ,1,1,1,0,1,0,0,EVEX
VCVTPH2UDQ zmm1{k1}{z},EVEX.512.NP.MAP5.W0 79 /rVCVTPH2UDQ zmm1{k1}{z},EVEX.512.NP.MAP5.W0 79 /r,VCVTPH2UDQ,1,1,1,0,1,0,0,EVEX
VCVTTPH2UW zmm1{k1}{z},EVEX.512.NP.MAP5.W0 7C /rVCVTTPH2UW zmm1{k1}{z},EVEX.512.NP.MAP5.W0 7C /r,VCVTTPH2UW,1,1,1,0,1,0,0,EVEX
VCVTPH2UW zmm1{k1}{z},EVEX.512.NP.MAP5.W0 7D /rVCVTPH2UW zmm1{k1}{z},EVEX.512.NP.MAP5.W0 7D /r,VCVTPH2UW,1,1,1,0,1,0,0,EVEX
EVEX.512.NP.MAP5.W0 xmm2/m16bcst {sae},EVEX.512.NP.MAP5.W0 xmm2/m128/m16bcst {sae},,EVEX.512.NP.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.MAP5.W0 m128/m16bcst {sae},EVEX.512.NP.MAP5.W0 xmm2/m128/m16bcst {sae},,EVEX.512.NP.MAP5.W0,2,0,1,0,0,16,128,NONE
EVEX.512.NP.MAP5.W0 ymm2/m16bcst {er},EVEX.512.NP.MAP5.W0 ymm2/m256/m16bcst {er},,EVEX.512.NP.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.MAP5.W0 m256/m16bcst {er},EVEX.512.NP.MAP5.W0 ymm2/m256/m16bcst {er},,EVEX.512.NP.MAP5.W0,2,0,1,0,0,16,256,NONE
EVEX.512.NP.MAP5.W0 ymm2/m16bcst {sae},EVEX.512.NP.MAP5.W0 ymm2/m256/m16bcst {sae},,EVEX.512.NP.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.MAP5.W0 m256/m16bcst {sae},EVEX.512.NP.MAP5.W0 ymm2/m256/m16bcst {sae},,EVEX.512.NP.MAP5.W0,2,0,1,0,0,16,256,NONE
EVEX.512.NP.MAP5.W0 zmm2,EVEX.512.NP.MAP5.W0 zmm2,,EVEX.512.NP.MAP5.W0,1,1,1,0,0,0,0,NONE
EVEX.512.NP.MAP5.W0 zmm2/m16bcst {er},EVEX.512.NP.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.NP.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.MAP5.W0 m512/m16bcst {er},EVEX.512.NP.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.NP.MAP5.W0,2,0,1,0,0,16,512,NONE
EVEX.512.NP.MAP5.W0 zmm2/m16bcst {sae},EVEX.512.NP.MAP5.W0 zmm2/m512/m16bcst {sae},,EVEX.512.NP.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.MAP5.W0 m512/m16bcst {sae},EVEX.512.NP.MAP5.W0 zmm2/m512/m16bcst {sae},,EVEX.512.NP.MAP5.W0,2,0,1,0,0,16,512,NONE
EVEX.512.NP.MAP5.W0 zmm2/m32bcst {er},EVEX.512.NP.MAP5.W0 zmm2/m512/m32bcst {er},,EVEX.512.NP.MAP5.W0,2,1,1,0,0,0,32,NONE
EVEX.512.NP.MAP5.W0 m512/m32bcst {er},EVEX.512.NP.MAP5.W0 zmm2/m512/m32bcst {er},,EVEX.512.NP.MAP5.W0,2,0,1,0,0,0,512,NONE
EVEX.512.NP.MAP5.W0 zmm3/m16bcst {er},EVEX.512.NP.MAP5.W0 zmm3/m512/m16bcst {er},,EVEX.512.NP.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.MAP5.W0 m512/m16bcst {er},EVEX.512.NP.MAP5.W0 zmm3/m512/m16bcst {er},,EVEX.512.NP.MAP5.W0,2,0,1,0,0,16,512,NONE
EVEX.512.NP.MAP5.W0 zmm3/m16bcst {sae},EVEX.512.NP.MAP5.W0 zmm3/m512/m16bcst {sae},,EVEX.512.NP.MAP5.W0,2,1,1,0,0,16,16,NONE
EVEX.512.NP.MAP5.W0 m512/m16bcst {sae},EVEX.512.NP.MAP5.W0 zmm3/m512/m16bcst {sae},,EVEX.512.NP.MAP5.W0,2,0,1,0,0,16,512,NONE
VCVTQQ2PH xmm1{k1}{z},EVEX.512.NP.MAP5.W1 5B /rVCVTQQ2PH xmm1{k1}{z},EVEX.512.NP.MAP5.W1 5B /r,VCVTQQ2PH,1,1,1,0,1,0,0,EVEX
EVEX.512.NP.MAP5.W1 zmm2/m64bcst {er},EVEX.512.NP.MAP5.W1 zmm2/m512/m64bcst {er},,EVEX.512.NP.MAP5.W1,2,1,1,0,0,0,64,NONE
EVEX.512.NP.MAP5.W1 m512/m64bcst {er},EVEX.512.NP.MAP5.W1 zmm2/m512/m64bcst {er},,EVEX.512.NP.MAP5.W1,2,0,1,0,0,0,512,NONE
VUCOMISS xmm1,EVEX.LLIG.0F.W0 2E /rVUCOMISS xmm1,EVEX.LLIG.0F.W0 2E /r,VUCOMISS,1,1,1,0,0,0,0,EVEX
VCOMISS xmm1,EVEX.LLIG.0F.W0 2F /rVCOMISS xmm1,EVEX.LLIG.0F.W0 2F /r,VCOMISS,1,1,1,0,0,0,0,EVEX
EVEX.LLIG.0F.W0 xmm2{sae},EVEX.LLIG.0F.W0 xmm2/m32{sae},,EVEX.LLIG.0F.W0,1,1,1,0,0,0,0,NONE
