Original,Opcode,Instruction
EVEX.256.66.MAP5.W0 1D /rVCVTPS2PHX xmm1{k1}{z},EVEX.256.66.MAP5.W0 1D /r,VCVTPS2PHX xmm1{k1}{z}
EVEX.256.66.MAP5.W0 5B /rVCVTPH2DQ ymm1{k1}{z},EVEX.256.66.MAP5.W0 5B /r,VCVTPH2DQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 78 /rVCVTTPH2UQQ ymm1{k1}{z},EVEX.256.66.MAP5.W0 78 /r,VCVTTPH2UQQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 79 /rVCVTPH2UQQ ymm1{k1}{z},EVEX.256.66.MAP5.W0 79 /r,VCVTPH2UQQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 7A /rVCVTTPH2QQ ymm1{k1}{z},EVEX.256.66.MAP5.W0 7A /r,VCVTTPH2QQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 7B /rVCVTPH2QQ ymm1{k1}{z},EVEX.256.66.MAP5.W0 7B /r,VCVTPH2QQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 7C /rVCVTTPH2W ymm1{k1}{z},EVEX.256.66.MAP5.W0 7C /r,VCVTTPH2W ymm1{k1}{z}
EVEX.256.66.MAP5.W0 7D /rVCVTPH2W ymm1{k1}{z},EVEX.256.66.MAP5.W0 7D /r,VCVTPH2W ymm1{k1}{z}
EVEX.256.66.MAP5.W0 xmm2/m128/m16bcst,,EVEX.256.66.MAP5.W0 xmm2/m16bcst
EVEX.256.66.MAP5.W0 xmm2/m128/m16bcst,,EVEX.256.66.MAP5.W0 m128/m16bcst
EVEX.256.66.MAP5.W0 xmm2/m64/m16bcst,,EVEX.256.66.MAP5.W0 xmm2/m16bcst
EVEX.256.66.MAP5.W0 xmm2/m64/m16bcst,,EVEX.256.66.MAP5.W0 m64/m16bcst
EVEX.256.66.MAP5.W0 ymm2/m256/m16bcst,,EVEX.256.66.MAP5.W0 ymm2/m16bcst
EVEX.256.66.MAP5.W0 ymm2/m256/m16bcst,,EVEX.256.66.MAP5.W0 m256/m16bcst
EVEX.256.66.MAP5.W0 ymm2/m256/m32bcst,,EVEX.256.66.MAP5.W0 ymm2/m32bcst
EVEX.256.66.MAP5.W0 ymm2/m256/m32bcst,,EVEX.256.66.MAP5.W0 m256/m32bcst
EVEX.256.66.MAP5.W1 5A /rVCVTPD2PH xmm1{k1}{z},EVEX.256.66.MAP5.W1 5A /r,VCVTPD2PH xmm1{k1}{z}
EVEX.256.66.MAP5.W1 ymm2/m256/m64bcst,,EVEX.256.66.MAP5.W1 ymm2/m64bcst
EVEX.256.66.MAP5.W1 ymm2/m256/m64bcst,,EVEX.256.66.MAP5.W1 m256/m64bcst
EVEX.256.66.MAP6.W0 13 /rVCVTPH2PSX ymm1{k1}{z},EVEX.256.66.MAP6.W0 13 /r,VCVTPH2PSX ymm1{k1}{z}
EVEX.256.66.MAP6.W0 2C /rVSCALEFPH ymm1{k1}{z},EVEX.256.66.MAP6.W0 2C /r,VSCALEFPH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 42 /rVGETEXPPH ymm1{k1}{z},EVEX.256.66.MAP6.W0 42 /r,VGETEXPPH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 4C /rVRCPPH ymm1{k1}{z},EVEX.256.66.MAP6.W0 4C /r,VRCPPH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 4E /rVRSQRTPH ymm1{k1}{z},EVEX.256.66.MAP6.W0 4E /r,VRSQRTPH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 96 /rVFMADDSUB132PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 96 /r,VFMADDSUB132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 97 /rVFMSUBADD132PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 97 /r,VFMSUBADD132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 98 /rVFMADD132PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 98 /r,VFMADD132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 9A /rVFMSUB132PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 9A /r,VFMSUB132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 9C /rVFNMADD132PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 9C /r,VFNMADD132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 9E /rVFNMSUB132PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 9E /r,VFNMSUB132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 A6 /rVFMADDSUB213PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 A6 /r,VFMADDSUB213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 A7 /rVFMSUBADD213PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 A7 /r,VFMSUBADD213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 A8 /rVFMADD213PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 A8 /r,VFMADD213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 AA /rVFMSUB213PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 AA /r,VFMSUB213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 AC /rVFNMADD213PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 AC /r,VFNMADD213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 AE /rVFNMSUB213PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 AE /r,VFNMSUB213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 B6 /rVFMADDSUB231PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 B6 /r,VFMADDSUB231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 B7 /rVFMSUBADD231PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 B7 /r,VFMSUBADD231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 B8 /rVFMADD231PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 B8 /r,VFMADD231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 BA /rVFMSUB231PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 BA /r,VFMSUB231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 BC /rVFNMADD231PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 BC /r,VFNMADD231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 BE /rVFNMSUB231PH ymm1{k1}{z},EVEX.256.66.MAP6.W0 BE /r,VFNMSUB231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 xmm2/m128/m16bcst,,EVEX.256.66.MAP6.W0 xmm2/m16bcst
EVEX.256.66.MAP6.W0 xmm2/m128/m16bcst,,EVEX.256.66.MAP6.W0 m128/m16bcst
EVEX.256.66.MAP6.W0 ymm2,,EVEX.256.66.MAP6.W0 ymm2
EVEX.256.66.MAP6.W0 ymm2/m256/m16bcst,,EVEX.256.66.MAP6.W0 ymm2/m16bcst
EVEX.256.66.MAP6.W0 ymm2/m256/m16bcst,,EVEX.256.66.MAP6.W0 m256/m16bcst
EVEX.256.66.MAP6.W0 ymm3/m256/m16bcst,,EVEX.256.66.MAP6.W0 ymm3/m16bcst
EVEX.256.66.MAP6.W0 ymm3/m256/m16bcst,,EVEX.256.66.MAP6.W0 m256/m16bcst
EVEX.256.F2.0F.W0 6F /rVMOVDQU8 ymm1 {k1}{z},EVEX.256.F2.0F.W0 6F /r,VMOVDQU8 ymm1 {k1}{z}
EVEX.256.F2.0F.W0 7A /rVCVTUDQ2PS ymm1 {k1}{z},EVEX.256.F2.0F.W0 7A /r,VCVTUDQ2PS ymm1 {k1}{z}
EVEX.256.F2.0F.W0 7F /rVMOVDQU8 ymm2/m256 {k1}{z},EVEX.256.F2.0F.W0 7F /r,VMOVDQU8 ymm2 {k1}{z}
EVEX.256.F2.0F.W0 7F /rVMOVDQU8 ymm2/m256 {k1}{z},EVEX.256.F2.0F.W0 7F /r,VMOVDQU8 m256 {k1}{z}
EVEX.256.F2.0F.W0 ymm1,,EVEX.256.F2.0F.W0 ymm1
EVEX.256.F2.0F.W0 ymm2/m256,,EVEX.256.F2.0F.W0 ymm2
EVEX.256.F2.0F.W0 ymm2/m256,,EVEX.256.F2.0F.W0 m256
EVEX.256.F2.0F.W0 ymm2/m256/m32bcst,,EVEX.256.F2.0F.W0 ymm2/m32bcst
EVEX.256.F2.0F.W0 ymm2/m256/m32bcst,,EVEX.256.F2.0F.W0 m256/m32bcst
EVEX.256.F2.0F.W1 12 /rVMOVDDUP ymm1 {k1}{z},EVEX.256.F2.0F.W1 12 /r,VMOVDDUP ymm1 {k1}{z}
EVEX.256.F2.0F.W1 6F /rVMOVDQU16 ymm1 {k1}{z},EVEX.256.F2.0F.W1 6F /r,VMOVDQU16 ymm1 {k1}{z}
EVEX.256.F2.0F.W1 7A /rVCVTUQQ2PS xmm1 {k1}{z},EVEX.256.F2.0F.W1 7A /r,VCVTUQQ2PS xmm1 {k1}{z}
EVEX.256.F2.0F.W1 7F /rVMOVDQU16 ymm2/m256 {k1}{z},EVEX.256.F2.0F.W1 7F /r,VMOVDQU16 ymm2 {k1}{z}
EVEX.256.F2.0F.W1 7F /rVMOVDQU16 ymm2/m256 {k1}{z},EVEX.256.F2.0F.W1 7F /r,VMOVDQU16 m256 {k1}{z}
EVEX.256.F2.0F.W1 E6 /rVCVTPD2DQ xmm1 {k1}{z},EVEX.256.F2.0F.W1 E6 /r,VCVTPD2DQ xmm1 {k1}{z}
EVEX.256.F2.0F.W1 ymm1,,EVEX.256.F2.0F.W1 ymm1
EVEX.256.F2.0F.W1 ymm2/m256,,EVEX.256.F2.0F.W1 ymm2
EVEX.256.F2.0F.W1 ymm2/m256,,EVEX.256.F2.0F.W1 m256
EVEX.256.F2.0F.W1 ymm2/m256/m64bcst,,EVEX.256.F2.0F.W1 ymm2/m64bcst
EVEX.256.F2.0F.W1 ymm2/m256/m64bcst,,EVEX.256.F2.0F.W1 m256/m64bcst
EVEX.256.F2.0F.WIG 70 /r ibVPSHUFLW ymm1 {k1}{z},,EVEX.256.F2.0F.WIG 70 /r ibVPSHUFLW ymm1 {k1}{z}
EVEX.256.F2.0F.WIG imm8,,EVEX.256.F2.0F.WIG imm8
EVEX.256.F2.0F.WIG ymm2/m256,,EVEX.256.F2.0F.WIG ymm2
EVEX.256.F2.0F.WIG ymm2/m256,,EVEX.256.F2.0F.WIG m256
EVEX.256.F2.0F38.W0 72 /rVCVTNE2PS2BF16 ymm1{k1}{z},EVEX.256.F2.0F38.W0 72 /r,VCVTNE2PS2BF16 ymm1{k1}{z}
EVEX.256.F2.0F38.W0 ymm2,,EVEX.256.F2.0F38.W0 ymm2
EVEX.256.F2.0F38.W0 ymm3/m256/m32bcst,,EVEX.256.F2.0F38.W0 ymm3/m32bcst
EVEX.256.F2.0F38.W0 ymm3/m256/m32bcst,,EVEX.256.F2.0F38.W0 m256/m32bcst
EVEX.256.F2.MAP5.W0 7A /rVCVTUDQ2PH xmm1{k1}{z},EVEX.256.F2.MAP5.W0 7A /r,VCVTUDQ2PH xmm1{k1}{z}
EVEX.256.F2.MAP5.W0 7D /rVCVTUW2PH ymm1{k1}{z},EVEX.256.F2.MAP5.W0 7D /r,VCVTUW2PH ymm1{k1}{z}
EVEX.256.F2.MAP5.W0 ymm2/m256/m16bcst,,EVEX.256.F2.MAP5.W0 ymm2/m16bcst
EVEX.256.F2.MAP5.W0 ymm2/m256/m16bcst,,EVEX.256.F2.MAP5.W0 m256/m16bcst
EVEX.256.F2.MAP5.W0 ymm2/m256/m32bcst,,EVEX.256.F2.MAP5.W0 ymm2/m32bcst
EVEX.256.F2.MAP5.W0 ymm2/m256/m32bcst,,EVEX.256.F2.MAP5.W0 m256/m32bcst
EVEX.256.F2.MAP5.W1 7A /rVCVTUQQ2PH xmm1{k1}{z},EVEX.256.F2.MAP5.W1 7A /r,VCVTUQQ2PH xmm1{k1}{z}
EVEX.256.F2.MAP5.W1 ymm2/m256/m64bcst,,EVEX.256.F2.MAP5.W1 ymm2/m64bcst
EVEX.256.F2.MAP5.W1 ymm2/m256/m64bcst,,EVEX.256.F2.MAP5.W1 m256/m64bcst
EVEX.256.F2.MAP6.W0 56 /rVFCMADDCPH ymm1{k1}{z},EVEX.256.F2.MAP6.W0 56 /r,VFCMADDCPH ymm1{k1}{z}
EVEX.256.F2.MAP6.W0 D6 /rVFCMULCPH ymm1{k1}{z},EVEX.256.F2.MAP6.W0 D6 /r,VFCMULCPH ymm1{k1}{z}
EVEX.256.F2.MAP6.W0 ymm2,,EVEX.256.F2.MAP6.W0 ymm2
EVEX.256.F2.MAP6.W0 ymm3/m256/m32bcst,,EVEX.256.F2.MAP6.W0 ymm3/m32bcst
EVEX.256.F2.MAP6.W0 ymm3/m256/m32bcst,,EVEX.256.F2.MAP6.W0 m256/m32bcst
EVEX.256.F3.0F.W0 12 /rVMOVSLDUP ymm1 {k1}{z},EVEX.256.F3.0F.W0 12 /r,VMOVSLDUP ymm1 {k1}{z}
EVEX.256.F3.0F.W0 16 /rVMOVSHDUP ymm1 {k1}{z},EVEX.256.F3.0F.W0 16 /r,VMOVSHDUP ymm1 {k1}{z}
EVEX.256.F3.0F.W0 5B /rVCVTTPS2DQ ymm1 {k1}{z},EVEX.256.F3.0F.W0 5B /r,VCVTTPS2DQ ymm1 {k1}{z}
EVEX.256.F3.0F.W0 6F /rVMOVDQU32 ymm1 {k1}{z},EVEX.256.F3.0F.W0 6F /r,VMOVDQU32 ymm1 {k1}{z}
EVEX.256.F3.0F.W0 7A /rVCVTUDQ2PD ymm1 {k1}{z},EVEX.256.F3.0F.W0 7A /r,VCVTUDQ2PD ymm1 {k1}{z}
EVEX.256.F3.0F.W0 7F /rVMOVDQU32 ymm2/m256 {k1}{z},EVEX.256.F3.0F.W0 7F /r,VMOVDQU32 ymm2 {k1}{z}
EVEX.256.F3.0F.W0 7F /rVMOVDQU32 ymm2/m256 {k1}{z},EVEX.256.F3.0F.W0 7F /r,VMOVDQU32 m256 {k1}{z}
EVEX.256.F3.0F.W0 E6 /rVCVTDQ2PD ymm1 {k1}{z},EVEX.256.F3.0F.W0 E6 /r,VCVTDQ2PD ymm1 {k1}{z}
EVEX.256.F3.0F.W0 xmm2/m128/m32bcst,,EVEX.256.F3.0F.W0 xmm2/m32bcst
EVEX.256.F3.0F.W0 xmm2/m128/m32bcst,,EVEX.256.F3.0F.W0 m128/m32bcst
EVEX.256.F3.0F.W0 ymm1,,EVEX.256.F3.0F.W0 ymm1
EVEX.256.F3.0F.W0 ymm2/m256,,EVEX.256.F3.0F.W0 ymm2
EVEX.256.F3.0F.W0 ymm2/m256,,EVEX.256.F3.0F.W0 m256
EVEX.256.F3.0F.W0 ymm2/m256/m32bcst,,EVEX.256.F3.0F.W0 ymm2/m32bcst
EVEX.256.F3.0F.W0 ymm2/m256/m32bcst,,EVEX.256.F3.0F.W0 m256/m32bcst
EVEX.256.F3.0F.W1 6F /rVMOVDQU64 ymm1 {k1}{z},EVEX.256.F3.0F.W1 6F /r,VMOVDQU64 ymm1 {k1}{z}
EVEX.256.F3.0F.W1 7A /rVCVTUQQ2PD ymm1 {k1}{z},EVEX.256.F3.0F.W1 7A /r,VCVTUQQ2PD ymm1 {k1}{z}
EVEX.256.F3.0F.W1 7F /rVMOVDQU64 ymm2/m256 {k1}{z},EVEX.256.F3.0F.W1 7F /r,VMOVDQU64 ymm2 {k1}{z}
EVEX.256.F3.0F.W1 7F /rVMOVDQU64 ymm2/m256 {k1}{z},EVEX.256.F3.0F.W1 7F /r,VMOVDQU64 m256 {k1}{z}
EVEX.256.F3.0F.W1 E6 /rVCVTQQ2PD ymm1 {k1}{z},EVEX.256.F3.0F.W1 E6 /r,VCVTQQ2PD ymm1 {k1}{z}
EVEX.256.F3.0F.W1 ymm1,,EVEX.256.F3.0F.W1 ymm1
EVEX.256.F3.0F.W1 ymm2/m256,,EVEX.256.F3.0F.W1 ymm2
EVEX.256.F3.0F.W1 ymm2/m256,,EVEX.256.F3.0F.W1 m256
EVEX.256.F3.0F.W1 ymm2/m256/m64bcst,,EVEX.256.F3.0F.W1 ymm2/m64bcst
EVEX.256.F3.0F.W1 ymm2/m256/m64bcst,,EVEX.256.F3.0F.W1 m256/m64bcst
EVEX.256.F3.0F.WIG 70 /r ibVPSHUFHW ymm1 {k1}{z},,EVEX.256.F3.0F.WIG 70 /r ibVPSHUFHW ymm1 {k1}{z}
EVEX.256.F3.0F.WIG imm8,,EVEX.256.F3.0F.WIG imm8
EVEX.256.F3.0F.WIG ymm2/m256,,EVEX.256.F3.0F.WIG ymm2
EVEX.256.F3.0F.WIG ymm2/m256,,EVEX.256.F3.0F.WIG m256
EVEX.256.F3.0F38.W0 10 /rVPMOVUSWB xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 10 /r,VPMOVUSWB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 10 /rVPMOVUSWB xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 10 /r,VPMOVUSWB m128 {k1}{z}
EVEX.256.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 11 /r,VPMOVUSDB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 11 /r,VPMOVUSDB m64 {k1}{z}
EVEX.256.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m32 {k1}{z},EVEX.256.F3.0F38.W0 12 /r,VPMOVUSQB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m32 {k1}{z},EVEX.256.F3.0F38.W0 12 /r,VPMOVUSQB m32 {k1}{z}
EVEX.256.F3.0F38.W0 13 /rVPMOVUSDW xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 13 /r,VPMOVUSDW xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 13 /rVPMOVUSDW xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 13 /r,VPMOVUSDW m128 {k1}{z}
EVEX.256.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 14 /r,VPMOVUSQW xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 14 /r,VPMOVUSQW m64 {k1}{z}
EVEX.256.F3.0F38.W0 15 /rVPMOVUSQD xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 15 /r,VPMOVUSQD xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 15 /rVPMOVUSQD xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 15 /r,VPMOVUSQD m128 {k1}{z}
EVEX.256.F3.0F38.W0 20 /rVPMOVSWB xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 20 /r,VPMOVSWB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 20 /rVPMOVSWB xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 20 /r,VPMOVSWB m128 {k1}{z}
EVEX.256.F3.0F38.W0 21 /rVPMOVSDB xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 21 /r,VPMOVSDB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 21 /rVPMOVSDB xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 21 /r,VPMOVSDB m64 {k1}{z}
EVEX.256.F3.0F38.W0 22 /rVPMOVSQB xmm1/m32 {k1}{z},EVEX.256.F3.0F38.W0 22 /r,VPMOVSQB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 22 /rVPMOVSQB xmm1/m32 {k1}{z},EVEX.256.F3.0F38.W0 22 /r,VPMOVSQB m32 {k1}{z}
EVEX.256.F3.0F38.W0 23 /rVPMOVSDW xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 23 /r,VPMOVSDW xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 23 /rVPMOVSDW xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 23 /r,VPMOVSDW m128 {k1}{z}
EVEX.256.F3.0F38.W0 24 /rVPMOVSQW xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 24 /r,VPMOVSQW xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 24 /rVPMOVSQW xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 24 /r,VPMOVSQW m64 {k1}{z}
EVEX.256.F3.0F38.W0 25 /rVPMOVSQD xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 25 /r,VPMOVSQD xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 25 /rVPMOVSQD xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 25 /r,VPMOVSQD m128 {k1}{z}
EVEX.256.F3.0F38.W0 26 /rVPTESTNMB k2 {k1},EVEX.256.F3.0F38.W0 26 /r,VPTESTNMB k2 {k1}
EVEX.256.F3.0F38.W0 27 /rVPTESTNMD k2 {k1},EVEX.256.F3.0F38.W0 27 /r,VPTESTNMD k2 {k1}
EVEX.256.F3.0F38.W0 28 /rVPMOVM2B ymm1,EVEX.256.F3.0F38.W0 28 /r,VPMOVM2B ymm1
EVEX.256.F3.0F38.W0 29 /rVPMOVB2M k1,EVEX.256.F3.0F38.W0 29 /r,VPMOVB2M k1
EVEX.256.F3.0F38.W0 30 /rVPMOVWB xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 30 /r,VPMOVWB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 30 /rVPMOVWB xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 30 /r,VPMOVWB m128 {k1}{z}
EVEX.256.F3.0F38.W0 31 /rVPMOVDB xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 31 /r,VPMOVDB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 31 /rVPMOVDB xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 31 /r,VPMOVDB m64 {k1}{z}
EVEX.256.F3.0F38.W0 32 /rVPMOVQB xmm1/m32 {k1}{z},EVEX.256.F3.0F38.W0 32 /r,VPMOVQB xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 32 /rVPMOVQB xmm1/m32 {k1}{z},EVEX.256.F3.0F38.W0 32 /r,VPMOVQB m32 {k1}{z}
EVEX.256.F3.0F38.W0 33 /rVPMOVDW xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 33 /r,VPMOVDW xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 33 /rVPMOVDW xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 33 /r,VPMOVDW m128 {k1}{z}
EVEX.256.F3.0F38.W0 34 /rVPMOVQW xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 34 /r,VPMOVQW xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 34 /rVPMOVQW xmm1/m64 {k1}{z},EVEX.256.F3.0F38.W0 34 /r,VPMOVQW m64 {k1}{z}
EVEX.256.F3.0F38.W0 35 /rVPMOVQD xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 35 /r,VPMOVQD xmm1 {k1}{z}
EVEX.256.F3.0F38.W0 35 /rVPMOVQD xmm1/m128 {k1}{z},EVEX.256.F3.0F38.W0 35 /r,VPMOVQD m128 {k1}{z}
EVEX.256.F3.0F38.W0 38 /rVPMOVM2D ymm1,EVEX.256.F3.0F38.W0 38 /r,VPMOVM2D ymm1
EVEX.256.F3.0F38.W0 39 /rVPMOVD2M k1,EVEX.256.F3.0F38.W0 39 /r,VPMOVD2M k1
EVEX.256.F3.0F38.W0 3A /rVPBROADCASTMW2D ymm1,EVEX.256.F3.0F38.W0 3A /r,VPBROADCASTMW2D ymm1
EVEX.256.F3.0F38.W0 52 /rVDPBF16PS ymm1{k1}{z},EVEX.256.F3.0F38.W0 52 /r,VDPBF16PS ymm1{k1}{z}
EVEX.256.F3.0F38.W0 72 /rVCVTNEPS2BF16 xmm1{k1}{z},EVEX.256.F3.0F38.W0 72 /r,VCVTNEPS2BF16 xmm1{k1}{z}
EVEX.256.F3.0F38.W0 k1,,EVEX.256.F3.0F38.W0 k1
EVEX.256.F3.0F38.W0 ymm1,,EVEX.256.F3.0F38.W0 ymm1
EVEX.256.F3.0F38.W0 ymm2,,EVEX.256.F3.0F38.W0 ymm2
EVEX.256.F3.0F38.W0 ymm2/m256/m32bcst,,EVEX.256.F3.0F38.W0 ymm2/m32bcst
EVEX.256.F3.0F38.W0 ymm2/m256/m32bcst,,EVEX.256.F3.0F38.W0 m256/m32bcst
EVEX.256.F3.0F38.W0 ymm3/m256,,EVEX.256.F3.0F38.W0 ymm3
EVEX.256.F3.0F38.W0 ymm3/m256,,EVEX.256.F3.0F38.W0 m256
EVEX.256.F3.0F38.W0 ymm3/m256/m32bcst,,EVEX.256.F3.0F38.W0 ymm3/m32bcst
EVEX.256.F3.0F38.W0 ymm3/m256/m32bcst,,EVEX.256.F3.0F38.W0 m256/m32bcst
EVEX.256.F3.0F38.W1 26 /rVPTESTNMW k2 {k1},EVEX.256.F3.0F38.W1 26 /r,VPTESTNMW k2 {k1}
EVEX.256.F3.0F38.W1 27 /rVPTESTNMQ k2 {k1},EVEX.256.F3.0F38.W1 27 /r,VPTESTNMQ k2 {k1}
EVEX.256.F3.0F38.W1 28 /rVPMOVM2W ymm1,EVEX.256.F3.0F38.W1 28 /r,VPMOVM2W ymm1
EVEX.256.F3.0F38.W1 29 /rVPMOVW2M k1,EVEX.256.F3.0F38.W1 29 /r,VPMOVW2M k1
EVEX.256.F3.0F38.W1 2A /rVPBROADCASTMB2Q ymm1,EVEX.256.F3.0F38.W1 2A /r,VPBROADCASTMB2Q ymm1
EVEX.256.F3.0F38.W1 38 /rVPMOVM2Q ymm1,EVEX.256.F3.0F38.W1 38 /r,VPMOVM2Q ymm1
EVEX.256.F3.0F38.W1 39 /rVPMOVQ2M k1,EVEX.256.F3.0F38.W1 39 /r,VPMOVQ2M k1
EVEX.256.F3.0F38.W1 k1,,EVEX.256.F3.0F38.W1 k1
EVEX.256.F3.0F38.W1 ymm1,,EVEX.256.F3.0F38.W1 ymm1
EVEX.256.F3.0F38.W1 ymm2,,EVEX.256.F3.0F38.W1 ymm2
EVEX.256.F3.0F38.W1 ymm3/m256,,EVEX.256.F3.0F38.W1 ymm3
EVEX.256.F3.0F38.W1 ymm3/m256,,EVEX.256.F3.0F38.W1 m256
EVEX.256.F3.0F38.W1 ymm3/m256/m64bcst,,EVEX.256.F3.0F38.W1 ymm3/m64bcst
EVEX.256.F3.0F38.W1 ymm3/m256/m64bcst,,EVEX.256.F3.0F38.W1 m256/m64bcst
EVEX.256.F3.MAP5.W0 5B /rVCVTTPH2DQ ymm1{k1}{z},EVEX.256.F3.MAP5.W0 5B /r,VCVTTPH2DQ ymm1{k1}{z}
EVEX.256.F3.MAP5.W0 7D /rVCVTW2PH ymm1{k1}{z},EVEX.256.F3.MAP5.W0 7D /r,VCVTW2PH ymm1{k1}{z}
EVEX.256.F3.MAP5.W0 xmm2/m128/m16bcst,,EVEX.256.F3.MAP5.W0 xmm2/m16bcst
EVEX.256.F3.MAP5.W0 xmm2/m128/m16bcst,,EVEX.256.F3.MAP5.W0 m128/m16bcst
EVEX.256.F3.MAP5.W0 ymm2/m256/m16bcst,,EVEX.256.F3.MAP5.W0 ymm2/m16bcst
EVEX.256.F3.MAP5.W0 ymm2/m256/m16bcst,,EVEX.256.F3.MAP5.W0 m256/m16bcst
